0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.5,0.5
0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6
0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7
1.0,0.9,0.9,0.9,0.9,0.7,0.8,0.7,0.8,0.9,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.9,0.7,0.8,0.8,0.8,0.9
0.9,1.0,0.9,1.0,0.9,0.9,1.2,1.0,1.0,1.0,1.1,1.1,1.0,1.0,1.1,1.1,0.9,1.0,1.0,1.1,1.1,1.0,1.1,1.1
1.1,1.0,1.1,1.0,1.1,1.1,1.0,1.0,1.0,1.1,1.0,1.1,1.0,1.1,1.1,1.1,1.0,1.0,1.1,1.0,1.0,1.1,1.0,1.1
0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.7,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8
0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.7
0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.6
0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.7
0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5
0.6,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.7,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5
0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.5
0.5,0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6
0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.7,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.6
0.5,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.7,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5
0.5,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6
0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5
0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.5
0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.6
0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.5
0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.6
0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5
0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.5
0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.7,0.6
0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.7,0.6,0.7,0.7,0.7
0.7,0.8,0.7,0.8,0.7,0.7,0.8,0.8,0.6,0.8,0.8,0.7,0.7,0.8,0.7,0.6,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6
0.6,0.7,0.7,0.8,0.7,0.7,0.8,0.7,0.8,0.8,0.7,0.8,0.7,0.8,0.7,0.8,0.6,0.7,0.7,0.7,0.6,0.8,0.7,0.7
0.7,0.7,0.7,0.7,0.6,0.6,0.7,0.7,0.6,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.6,0.7,0.6,0.6,0.7,0.7,0.7
0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.6
0.7,0.6,0.6,0.6,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.7
0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.6,0.7,0.6,0.6
0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.7,0.6,0.6,0.7,0.7,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.7
0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7
0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.6,0.6
0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6
0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.7,0.5,0.5,0.6,0.6,0.6
0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5
0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6
0.7,0.5,0.7,0.6,0.6,0.7,0.6,0.5,0.6,0.7,0.6,0.6,0.6,0.5,0.7,0.7,0.5,0.6,0.7,0.7,0.5,0.6,0.6,0.6
0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6
0.7,0.7,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.6,0.5,0.5,0.6,0.5,0.6,0.6
0.6,0.7,0.5,0.6,0.7,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.7,0.5,0.6,0.6,0.6,0.6
0.5,0.6,0.7,0.6,0.7,0.5,0.7,0.5,0.6,0.6,0.6,0.7,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.5
0.7,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.7
0.5,0.6,0.7,0.5,0.6,0.6,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.5,0.5,0.5
0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6
0.5,0.6,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.5
0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.7,0.6,0.6,0.6,0.6
0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6
0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6
0.6,0.6,0.6,0.5,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.5,0.6,0.6,0.5,0.6
0.6,0.6,0.6,0.5,0.7,0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7
0.6,0.6,0.7,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.6
0.6,0.7,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.7,0.7,0.6,0.7,0.6,0.7
0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.6,0.6
0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6
0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.8,0.7
0.7,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.6,0.6
0.7,0.7,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.6,0.7,0.7,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.5
0.6,0.5,0.6,0.7,0.6,0.5,0.6,0.5,0.7,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.6
0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.5
0.7,0.5,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.5,0.5,0.6,0.7,0.6,0.7,0.6
0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6
0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.6
0.7,0.7,0.7,0.6,0.6,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7
0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.7
0.5,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5
0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.6
0.7,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.6,0.6
0.6,0.7,0.7,0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.5,0.6,0.5,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6
0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7
0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.7
0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.7,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7
0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7
0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6
0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6
0.7,0.8,0.8,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.8,0.7
0.7,0.8,0.7,0.8,0.8,0.7,0.8,0.7,0.7,0.7,0.8,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7
0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.7,0.8,0.7,0.7
0.7,0.6,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.7
0.7,0.6,0.7,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.6,0.7,0.7,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.6
0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6
0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.5,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6
0.6,0.6,0.7,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6
0.6,0.6,0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.6,0.6,0.7,0.7,0.6,0.6
0.6,0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.5,0.6,0.6,0.7,0.5,0.6,0.6,0.6,0.7,0.5
0.6,0.6,0.5,0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.5,0.6,0.5,0.6,0.6,0.7,0.6,0.5,0.7
0.6,0.6,0.7,0.6,0.6,0.6,0.5,0.7,0.5,0.7,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.7,0.6,0.6
0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.6
0.7,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.7,0.6,0.5,0.5,0.6,0.5,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.5,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6
0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.7,0.6
0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.5,0.6,0.5,0.6
0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.5,0.5,0.6,0.6,0.6,0.6
0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.6,0.7,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.5
0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.5,0.6
0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.7,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.5
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.7
