Maximum,Minimum,Mean,Standard Deviation,Root Mean Square,Skewness,Kurtosis,Peak Value,Peak Value Index,Shape Index,Absolute Mean,Sample Variance,Root Amplitude,Impulse Index,Margin Index,labels
157.4,0.3,20.824799999999996,40.088682566277974,45.13934602982192,2.1063426678855595,3.2189540712620355,157.4,3.4869800704691545,2.1675764487448586,20.824799999999996,1607.1024698997994,3.499397237259111e-05,7.558295877991627,4497917.479162294,0
136.6,0.0,19.373199999999997,38.24034007403642,42.8336297784813,1.986473117512831,2.5146176305159456,136.6,3.189082987046428,2.2109733951273567,19.373199999999997,1462.3236089779557,3.076163186428677e-05,7.050977639212934,4440596.669339511,0
144.4,0.2,20.3506,39.0357790203738,43.987400241432766,2.0436322204453785,2.825095448998952,144.4,3.282758226388343,2.1614792802881864,20.3506,1523.7920437274554,3.513637716993574e-05,7.095613888533999,4109700.875010959,0
135.5,0.0,19.549999999999997,37.36467982730743,42.13703311814917,1.9915098424039364,2.558391983780502,135.5,3.2156986378245445,2.1553469625651753,19.549999999999997,1396.1192985971945,3.190719184810532e-05,6.930946291560104,4246691.4871433955,0
119.3,0.3,19.413999999999998,32.72989728600909,38.02639977699703,1.8703973835638674,2.1628724977779035,119.3,3.137294108819817,1.958710197640725,19.413999999999998,1071.2461763527053,3.9635704649819576e-05,6.1450499639435465,3009912.427545124,0
108.6,0.1,18.420399999999997,30.995151599651365,36.0290044269891,1.8291320805979945,1.9488213866023845,108.6,3.0142381597046968,1.955929536111545,18.420399999999997,960.6994226853706,3.594387038974273e-05,5.895637445440925,3021377.464987496,0
117.6,0.3,18.6152,34.39204551272137,39.07649984325617,1.872676416352649,2.0176824609565083,117.6,3.009481413937216,2.099171636257261,18.6152,1182.812794549098,3.295072933064338e-05,6.3174180239804025,3568965.0089363833,0
120.5,0.0,19.0634,34.32543884561256,39.23381832042352,1.8915514507525775,2.1503665008513693,120.5,3.0713299178752798,2.0580703505368145,19.0634,1178.2357519438879,3.343014817886855e-05,6.321013040695783,3604530.837113338,0
110.6,0.3,18.2928,32.60600268327849,37.35842127285359,1.8623124115468788,1.9862538689850266,110.6,2.960510541711976,2.042247292533324,18.2928,1063.1514109819639,3.4242465957081874e-05,6.046094638327648,3229907.5697007794,0
129.3,0.1,18.8,37.166392365185054,41.61752082957369,1.9492384263718505,2.3457729184783807,129.3,3.1068645470135396,2.2136979164666855,18.8,1381.3407214428858,2.830128658138553e-05,6.877659574468085,4568696.8904461,0
122.5,0.3,18.4886,34.58820692311633,39.189025249424105,1.9135061520120153,2.224811535970492,122.5,3.125875145409496,2.119631840670689,18.4886,1196.3440581563125,3.198158768578431e-05,6.625704488171088,3830328.9131093,0
132.9,0.3,18.872600000000002,37.79702076616086,42.21294327573003,2.0007579459806926,2.5804829039768578,132.9,3.148323468750158,2.236731731490628,18.872600000000002,1428.6147787975954,2.8729560171975712e-05,7.04195500355012,4625897.479963424,0
3.6,0.0,0.879,0.6231176061564979,1.0770979528343743,2.560123535131826,6.2800087062770285,3.6,3.342314401885762,1.2253674093678888,0.879,0.3882755511022044,3.228585917362636e-06,4.09556313993174,1115039.2438497546,1
115.2,0.4,18.401400000000002,33.10841210242327,37.849519679911396,1.8996110316712604,2.146474487141252,115.2,3.0436317547549305,2.0568826111008613,18.401400000000002,1096.1669519438876,3.565283819022184e-05,6.260393230949818,3231159.30870252,0
128.6,0.3,18.1448,35.22891690262794,39.59581038443335,1.9671699884536733,2.4588522459458364,128.6,3.2478183613728397,2.1822125559076624,18.1448,1241.0765861322643,2.973157202986521e-05,7.08743000749526,4325368.328012456,0
127.9,0.0,18.420400000000004,36.78387868758004,41.10545900485725,1.96391896117737,2.3812855202731553,127.9,3.1115088627251826,2.2315182626249834,18.420400000000004,1353.0537313026052,2.7423552494029918e-05,6.943388851490737,4663874.238315539,0
131.2,0.2,19.337799999999998,36.59893598714014,41.361257959593054,2.00375346699603,2.612228221393707,131.2,3.172050524386199,2.13888125637834,19.337799999999998,1339.4821153907815,3.3742012734459154e-05,6.784639410894725,3888327.6179316803,0
103.6,0.1,20.189400000000003,28.911793636205363,35.23963535566167,1.6585959137975768,1.5853307894630184,103.6,2.9398715098609958,1.7454523341784136,20.189400000000003,835.8918112625249,4.631177107538381e-05,5.131405589071492,2237012.266954021,0
122.3,0.2,18.0892,34.97865486195694,39.34816946186951,1.914700199977294,2.2206099070026726,122.3,3.1081496718294677,2.175229941725975,18.0892,1223.506295951904,2.8650875555602197e-05,6.760940229529221,4268630.456428976,0
123.2,0.0,18.383599999999998,35.18186889347516,39.66415409409357,1.882869549864175,2.1130822581084336,123.2,3.106079098718151,2.1575836122464356,18.383599999999998,1237.7638988376752,2.9230365573266296e-05,6.701625361735461,4214795.045624646,0
142.9,0.6,19.832600000000003,38.74938847846389,43.49533423253579,2.0298996678943046,2.717854860708182,142.9,3.2854098611134845,2.1931231524124817,19.832600000000003,1501.5151074549103,3.4534032329383926e-05,7.205308431572259,4137947.131022139,0
128.1,0.3,18.088799999999996,35.94266636033254,40.20567372896517,1.956775275108736,2.3694153204290718,128.1,3.1861174834066652,2.222683302870571,18.088799999999996,1291.8752650901804,2.778554605532163e-05,7.081730131351998,4610310.689771945,0
132.8,0.0,20.319200000000002,36.46523849637068,41.712397197955426,1.940609285017993,2.4393162896789224,132.8,3.1837057786386187,2.052856273768427,20.319200000000002,1329.7136185971945,3.7019184221098885e-05,6.535690381511083,3587329.186047038,0
121.9,0.0,18.030199999999997,35.50902998366418,39.792681990536906,1.9228790648006624,2.228562236457676,121.9,3.0633773322690097,2.207001696627709,18.030199999999997,1260.8912103807615,2.6615390778006994e-05,6.760878969728568,4580056.742985311,0
105.8,0.4,16.3792,31.13845297807416,35.1559701899976,1.8427247610988942,1.8921547371155407,105.8,3.0094461745249084,2.146378955626502,16.3792,969.6032538677355,2.737229944750457e-05,6.459411937090944,3865221.4879830047,0
3.0,-0.2,0.4372,0.33942093799041423,0.5532811220347211,2.1912394295804005,11.292130301708687,3.0,5.422198373527256,1.263198908755071,0.438,0.11520657314629261,1.3974986837753464e-06,6.86184812442818,2146692.5406294423,1
115.0,0.5,18.624000000000002,32.02850909408021,37.0219815785163,1.8303978834425803,2.0305650163167694,115.0,3.1062626876443056,1.9878641311488559,18.624000000000002,1025.8253947895791,3.61203235697439e-05,6.174828178694157,3183803.1510971696,0
147.3,0.4,20.7448,40.44451644885328,45.41843370262784,2.04075283798568,2.760309709605628,147.3,3.2431765693293264,2.189388844559978,20.7448,1635.7589107815634,3.547236074717724e-05,7.100574601827928,4152528.8110891124,0
122.2,0.5,18.312000000000005,33.81798409273078,38.427829498945165,1.918159393019977,2.2974826114793263,122.2,3.1799870456736143,2.0985053243198535,18.312000000000005,1143.6560480961923,3.3281333870947696e-05,6.67321974661424,3671727.8362052715,0
151.6,0.5,20.7052,41.18529093424833,46.060189317891435,2.0514006704779537,2.8138875208124654,151.6,3.2913455685930733,2.2245710892863353,20.7052,1696.2281893386776,3.404355303275849e-05,7.321832196742847,4453119.21038684,0
138.5,0.5,22.4822,37.536518266444666,43.72209441460918,1.9397485812990596,2.474766308359116,138.5,3.1677347998617833,1.944742703766054,22.4822,1408.9902035671341,4.658121451783502e-05,6.160429139497024,2973301.6073887707,0
150.1,0.3,21.5412,41.012018651949035,46.288713527165555,2.0548007620764546,2.8756313995185776,150.1,3.242691113286406,2.1488456319594804,21.5412,1681.9856739078157,3.741296259953215e-05,6.968042634579318,4011978.4580191732,0
122.8,0.4,17.907400000000003,35.406203463905236,39.64551702273537,1.9537168104422262,2.343168099355996,122.8,3.097449830950075,2.213918102166443,17.907400000000003,1253.599243727455,2.8342456072187148e-05,6.857500251292761,4332722.601288792,0
130.8,0.3,20.96,37.98422201710191,43.35016862712301,1.9450340608734331,2.3238917686698537,130.8,3.0172893011115542,2.068233236026861,20.96,1442.8011222444893,3.8676936508098616e-05,6.240458015267176,3381860.400774286,0
141.9,0.3,20.4612,38.81291407712537,43.84164823543932,2.024682842998997,2.760702489947623,141.9,3.2366483859814235,2.1426723865383908,20.4612,1506.4422991583167,3.5123623409236284e-05,6.935077121576447,4040015.9843043205,0
115.9,0.2,19.027199999999997,33.78878607302395,38.74832951238027,1.8590664243827406,1.9779078492618067,115.9,2.991096686193128,2.0364703956641166,19.027199999999997,1141.682064288577,3.65729368092936e-05,6.091279852001347,3169009.9322444485,0
136.3,0.3,18.472,36.72911586063307,41.079735636929314,2.012051149381874,2.6564914298735465,136.3,3.3179376129546183,2.223892141453514,18.472,1349.027951903808,2.9169431159191847e-05,7.378735383282806,4672699.96648698,0
125.6,0.5,21.425999999999995,34.40892547442609,40.5053043439992,1.8716093819203763,2.212220002208798,125.6,3.10082844788222,1.8904743929804542,21.425999999999995,1183.9741523046089,4.6341637434030156e-05,5.862036777746664,2710305.611854964,0
133.5,0.8,20.7248,36.70346842123094,42.11849522478219,1.9709764293241805,2.488023694525894,133.5,3.169628907384366,2.032275111208899,20.7248,1347.1445941482966,4.210078759212311e-05,6.441557940245503,3170962.0564195174,0
134.3,0.3,21.4504,37.78869236135013,43.41945370453203,1.9700224919967506,2.4655321434112354,134.3,3.0930835959822787,2.024179208990603,21.4504,1427.9852703807617,4.255956657511963e-05,6.260955506657219,3155577.2487239554,0
137.0,0.3,19.383799999999997,38.628521106116544,43.184603969470416,2.002788936187332,2.5716827604532337,137.0,3.1724269162420216,2.2278709009312117,19.383799999999997,1492.1626428456912,3.055803978510394e-05,7.067757612026538,4483271.864407451,0
139.7,0.4,19.474,38.8307571314132,43.40563004956846,2.0113307283518176,2.608461322092972,139.7,3.2184764934978496,2.2289016149516514,19.474,1507.8276993987972,3.1304080135828275e-05,7.1736674540412855,4462677.050206946,0
